WTA.plate,Cell_IDs,Family_IDs,Pairs,exclusion,exclusion.criteria,control_group,key_pairs,Type.Exp,Look.Exp,Cells.batch,Relationship,Sister1,Sister2,Cousin1,Cousin2,chr_of_interest,event2,MN_rupt_time_simple,MN.Daughter,MN.Info,MN.rupture.timing..frame...to.total...frames.,comments_by_stam,notes,notes1,notes2,Chromosomal.event..infered.by.analysis.,Notes.on.analysis,Seg.CN.Ratio,imaging.plate,method.notes,treatment,LCM.exp,LookRNAseq.Exp,SS2.Exp,experimental_label,protocol,protocol2,LCM_found_conf,LCM_found_conf2,cDNA.amp,cDNA.amp2,cDNA.QC,further.cDNA.amp,BioA..further.cDNA.amp.,BioA,capture.time,lysis,Lysis.timing..lysis.time.after.time.of.last.cell.division.,Cell.Cycle...h..at.lysis.,X,video,division.timing..division.frame.....total...frames..,Sequencing.A,Sequencing.B,SeqQC_total_reads,SeqQC_._exonic_reads,SeqQC_._genes,mainGroup,abbr_group,cellType1,cellType2,cell.type,cell.type.1,original.384wp,Orig.Imag.384wp,final.384wp,Seq.date,Seq.platform,Seq.kit,filePath,filePath_2nd,Fastq_files,Fastq_files2,Fastq_files3,N_unmapped,N_multimapping,N_noFeature,N_ambiguous,geneCounts,th1,th5,th10,totalReads,WTA.plate2,NTA.plate,Nextera_plate
181013A_1G,F182.1,F182,181013A_1G1H,exclude3,,noco_LCM,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1->0+0,NA,NA,,,,,noco_LCMlook,LCMlook,chr18 monosomy?,"possible bridge, chr18 in MN extreme defect?",2:1?,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,18,NA,PosB_16,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D6,,,6,4,2,10,78,12016,9030,7636,1404421,181015_Nextera_1D6,181015_Nextera_1D6,181015_Nextera_1D6
181013A_1H,F182.2,F182,181013A_1G1H,exclude3,,noco_LCM,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1->0+0,NA,NA,,,,,noco_LCMlook,LCMlook,chr18 monosomy?,"possible bridge, chr18 in MN extreme defect?",2:1?,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,18,NA,PosB_16,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D7,,,11,6,6,8,70,13366,9642,8046,1441293,181015_Nextera_1D7,181015_Nextera_1D7,181015_Nextera_1D7
181013A_2A,F183.1,F183,181013A_2A2B2C2D2E,exclude3,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",A,1,0,0,0,,noco->1+0->(0)+0/0+0,early NE defect,B,,,,,noco_LCMlook,LCMlook,chr1 monosomy? Not clear mono!,,2:01,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_29,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D8,,,9,5,8,8,70,11387,8828,7689,1389864,181015_Nextera_1D8,181015_Nextera_1D8,181015_Nextera_1D8
181013A_2B,F183.2,F183,181013A_2A2B2C2D2E,exclude3,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",B,0,1,0,0,,noco->1+0->(0)+0/0+0,early NE defect,B,,,,,noco_LCMlook,LCMlook,"chr1 in MN defect?, SOS 1:3 arm level?",chr1 in MN defect? (1+/2) - 1+:3 arm level?,2:01,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_29,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D9,,,8,5,6,8,73,11484,8977,7914,1535308,181015_Nextera_1D9,181015_Nextera_1D9,181015_Nextera_1D9
181013A_2C,F183.3,F183,181013A_2A2B2C2D2E,exclude3,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",c1,0,0,1,0,,noco->1+0->(0)+0/0+0,early NE defect,B,,,,,noco_LCMlook,LCMlook,,,2:01,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_29,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,MN or PN bleb??,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D10,,,11,5,5,8,71,12586,9512,8211,1483427,181015_Nextera_1D10,181015_Nextera_1D10,181015_Nextera_1D10
181013A_2D,F183.4,F183,181013A_2A2B2C2D2E,exclude3,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",c2,0,0,0,1,,noco->1+0->(0)+0/0+0,early NE defect,B,,,,,noco_LCMlook,LCMlook,only one of the 2D and 2E are correct cousin,,2:01,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_29,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D11,,,11,6,3,9,71,9208,7184,6435,1082734,181015_Nextera_1D11,181015_Nextera_1D11,181015_Nextera_1D11
181013A_2E,F183.5,F183,181013A_2A2B2C2D2E,exclude3,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",c3,0,0,0,1,,noco->1+0->(0)+0/0+0,early NE defect,B,,,,,noco_LCMlook,LCMlook,only one of the 2D and 2E are correct cousin,,3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosB_29,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1D12,,,11,6,5,8,71,11077,8681,7679,1482051,181015_Nextera_1D12,181015_Nextera_1D12,181015_Nextera_1D12
181013A_2F,F184.1,F184,181013A_2F2G(2H3A),,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",c2,0,0,0,1,chr8,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from beginning,,,noco_LCMlook,LCMlook,chr2 chr8 monosomy,chr2 shared missegregation,3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,"2, 8",NA,PosB_37,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E1,,,5,3,6,9,77,10273,8369,7600,1609725,181015_Nextera_1E1,181015_Nextera_1E1,181015_Nextera_1E1
181013A_2G,F184.2,F184,181013A_2F2G(2H3A),,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",c1,0,0,1,0,chr8,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from beginning,,,noco_LCMlook,LCMlook,chr2 chr8 monosomy,"chr2 shared missegregation , SOS: less good QC but it’s a cousin!",3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,"2, 8",NA,PosB_37,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E2,,,5,4,9,9,73,6517,4913,4550,1686759,181015_Nextera_1E2,181015_Nextera_1E2,181015_Nextera_1E2
181013A_2H,F184.3,F184,181013A_2F2G(2H3A),,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",A,1,0,0,0,chr8,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from beginning,,,noco_LCMlook,LCMlook,"chr2 normal trisomy?, chr8 defective trisomy?","chr8 in MN defect? (3/2), chr2 shared missegregation",3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,"2, 8",NA,PosB_37,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,reincorp,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E3,,,5,4,2,10,80,11600,9187,8060,1543758,181015_Nextera_1E3,181015_Nextera_1E3,181015_Nextera_1E3
181013A_3A,F184.4,F184,181013A_2F2G(2H3A),,,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",B,0,1,0,0,chr8,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from beginning,,,noco_LCMlook,LCMlook,"chr2 normal trisomy?, chr8 disomy",chr2 shared missegregation,3:02,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,"2, 8",NA,PosB_37,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,reincorp,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E4,,,4,3,5,10,78,11803,9416,8261,1686519,181015_Nextera_1E4,181015_Nextera_1E4,181015_Nextera_1E4
181013A_3B,F185.1,F185,181013A_3B3C,exclude3_QC,seqQC/no_pairing,noco_LCM,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1->(0+0),NA,NA,,,,,noco_LCMlook,LCMlook,,low seq QC?,,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,PosA_3,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,bridge?,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E5,,,9,11,3,4,73,1863,661,485,1440005,181015_Nextera_1E5,181015_Nextera_1E5,181015_Nextera_1E5
181013A_3C,F185.2,F185,181013A_3B3C,exclude3_QC,seqQC/no_pairing,noco_LCM,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1->(0+0),NA,NA,,,,,noco_LCMlook,LCMlook,,low seq QC?,,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,PosA_3,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,bridge?,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E6,,,12,15,7,3,62,4801,2368,1693,1454330,181015_Nextera_1E6,181015_Nextera_1E6,181015_Nextera_1E6
181013A_3E,F186.1,F186,181013A_3E3F3H4A,exclude3,ambiguous event ,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+1->0+0/1,NA,NA,,,,,noco_LCMlook,LCMlook,chr18 monosomy or defect?,,,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,18,NA,PosA_4,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,"MN, aunt",,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E7,,,5,4,2,11,78,9985,8146,7475,1440484,181015_Nextera_1E7,181015_Nextera_1E7,181015_Nextera_1E7
181013A_3F,F186.2,F186,181013A_3E3F3H4A,exclude3,ambiguous event ,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+1->0+0/1,NA,NA,,,,,noco_LCMlook,LCMlook,"too close, re-incorporation sisters",,,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,PosA_4,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E8,,,5,4,4,10,78,12012,9402,8224,1366434,181015_Nextera_1E8,181015_Nextera_1E8,181015_Nextera_1E8
181013A_3H,F186.3,F186,181013A_3E3F3H4A,exclude3,ambiguous event ,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+1->0+0/1,NA,NA,,,,,noco_LCMlook,LCMlook,,,,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,PosA_4,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E9,,,5,4,3,9,78,10781,8594,7722,1491293,181015_Nextera_1E9,181015_Nextera_1E9,181015_Nextera_1E9
181013A_4A,F186.4,F186,181013A_3E3F3H4A,exclude3,ambiguous event ,Reinc_in_use,Gen2,LookSeq2,180924_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+1->0+0/1,NA,NA,,,,,noco_LCMlook,LCMlook,chr1 monosomy or defect?,,,,LCMlook,"p53si, noco 6h",,180924_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosA_4,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E10,,,7,4,5,9,75,11366,8848,7749,1511081,181015_Nextera_1E10,181015_Nextera_1E10,181015_Nextera_1E10
181013A_5A,F187.1,F187,181013A_5A5B5C5D,exclude3,irrelevant_exp,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+0->1+0/1+0,NA,NA,,,,,noco_LCMlook,LCMlook,chr2 monosomy,,,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,2,NA,PosN_B18,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,"MN, persistent",,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E11,,,9,5,3,10,73,11919,9234,7977,1410934,181015_Nextera_1E11,181015_Nextera_1E11,181015_Nextera_1E11
181013A_5B,F187.2,F187,181013A_5A5B5C5D,exclude3,irrelevant_exp,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+0->1+0/1+0,NA,NA,,,,,noco_LCMlook,LCMlook,chr2 defect,chr2 in persistent Mn defect (1+/2),,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,2,NA,PosN_B18,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1E12,,,9,5,6,9,71,11962,9099,7890,1424362,181015_Nextera_1E12,181015_Nextera_1E12,181015_Nextera_1E12
181013A_5C,F187.3,F187,181013A_5A5B5C5D,exclude3,irrelevant_exp,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+0->1+0/1+0,NA,NA,,,,,noco_LCMlook,LCMlook,chr1 defect,,,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B18,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,"MN, cousin",,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F1,,,5,4,2,10,78,10044,8214,7417,1396914,181015_Nextera_1F1,181015_Nextera_1F1,181015_Nextera_1F1
181013A_5D,F187.4,F187,181013A_5A5B5C5D,exclude3,irrelevant_exp,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+0->1+0/1+0,NA,NA,,,,,noco_LCMlook,LCMlook,chr1 monosomy,???? chr1 in gen1 Mn defect (1+/2),,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B18,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,cousin,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F2,,,6,4,1,10,79,7737,6230,5813,1495064,181015_Nextera_1F2,181015_Nextera_1F2,181015_Nextera_1F2
181013A_5E,F188.1,F188,181013A_5E5F5G,exclude3,seqQC/no_pairing/exp,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+0->1+0/0,NA,NA,,,,,noco_LCMlook,LCMlook,,"one sample not in sequencing, QC exclusion?",,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,PosN_B22,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,aunt,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F3,,,5,4,1,10,80,10725,8764,7860,1473873,181015_Nextera_1F3,181015_Nextera_1F3,181015_Nextera_1F3
181013A_5F,F188.2,F188,181013A_5E5F5G,exclude3_QC,seqQC/no_pairing/exp,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+0->1+0/0,NA,NA,,,,,noco_LCMlook,LCMlook,,"one sample not in sequencing, QC exclusion?",,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,PosN_B22,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,"MN, persistent",,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F4,,,48,3,2,5,42,352,13,4,1321,181015_Nextera_1F4,181015_Nextera_1F4,181015_Nextera_1F4
181013A_5G,F188.3,F188,181013A_5E5F5G,exclude3,seqQC/no_pairing/exp,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+0->1+0/0,NA,NA,,,,,noco_LCMlook,LCMlook,,"one sample not in sequencing, QC exclusion?",,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,PosN_B22,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F5,,,6,4,12,8,70,7965,6335,5865,1309723,181015_Nextera_1F5,181015_Nextera_1F5,181015_Nextera_1F5
181013A_5H,F189.1,F189,181013A_5H6A(6B6C),,arm level event. Multiple MN. ,Reinc_in_use,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",c2,0,0,0,1,chr1,noco->1+1->0+0/1+0,S/G2,A,,fr8 (vid1) (im time),,,noco_LCMlook,LCMlook,chr1 monosomy/defect,chr1 arm distribution in mothers?,3:02,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B24,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F6,,,5,3,6,9,77,10636,8673,7711,1469759,181015_Nextera_1F6,181015_Nextera_1F6,181015_Nextera_1F6
181013A_6A,F189.2,F189,181013A_5H6A(6B6C),,arm level event. Multiple MN. ,Reinc_in_use,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",c1,0,0,1,0,chr1,noco->1+1->0+0/1+0,S/G2,A,,rupt fr8vid1 - ~5h post release (G1/S),,,noco_LCMlook,LCMlook,chr1 monosomy/defect,chr1 arm distribution in mothers?,3:02,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B24,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,"MN, persistent, intact?",,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F7,,,5,4,2,10,79,10080,8227,7429,1501287,181015_Nextera_1F7,181015_Nextera_1F7,181015_Nextera_1F7
181013A_6B,F189.3,F189,181013A_5H6A(6B6C),,arm level event. Multiple MN. ,Reinc_in_use,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",A,1,0,0,0,chr1,noco->1+1->0+0/1+0,S/G2,A,,rupt fr28vid1 - ~11h post release (S/G2),,,noco_LCMlook,LCMlook,chr1 defective trisomy?,"chr1 in MN defect? (3/2), chr1 arm distribution in mothers?",3:02,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B24,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,reincorp,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F8,,,4,4,4,10,78,11865,9308,8118,1408207,181015_Nextera_1F8,181015_Nextera_1F8,181015_Nextera_1F8
181013A_6C,F189.4,F189,181013A_5H6A(6B6C),,arm level event. Multiple MN. ,Reinc_in_use,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",B,0,1,0,0,chr1,noco->1+1->0+0/1+0,S/G2,A,,rupt fr28vid1 - ~11h post release (S/G2),,,noco_LCMlook,LCMlook,chr1 disomy,chr1 arm distribution in mothers?,3:02,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,Reinc_in_use,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B24,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,reincorp,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F9,,,4,4,4,10,78,11970,9340,8194,1527384,181015_Nextera_1F9,181015_Nextera_1F9,181015_Nextera_1F9
181013A_6D,F190.1,F190,181013A_6D6E6F6G,exclude3,,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+(0)->1+0/0+0,NA,NA,,,,,noco_LCMlook,LCMlook,chr1 monosomy,,,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B25,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F10,,,4,3,1,10,81,7280,5905,5562,1489126,181015_Nextera_1F10,181015_Nextera_1F10,181015_Nextera_1F10
181013A_6E,F190.2,F190,181013A_6D6E6F6G,exclude3,,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+(0)->1+0/0+0,NA,NA,,,,,noco_LCMlook,LCMlook,"chr 1 defect, SOS: arm-level like!","chr1 in persistent MN defect (1+/1), SOS: arm level like!",,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B25,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,"MN, persistent",,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F11,,,5,4,1,10,81,9660,7932,7386,2393456,181015_Nextera_1F11,181015_Nextera_1F11,181015_Nextera_1F11
181013A_6F,F190.3,F190,181013A_6D6E6F6G,exclude3,,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+(0)->1+0/0+0,NA,NA,,,,,noco_LCMlook,LCMlook,,,,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B25,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,cousin,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1F12,,,5,4,6,9,76,12188,9601,8329,1484455,181015_Nextera_1F12,181015_Nextera_1F12,181015_Nextera_1F12
181013A_6G,F190.4,F190,181013A_6D6E6F6G,exclude3,,noco_LCM,Gen2,LookSeq2,180917_noco_look,"p53si, noco 6h",,NA,NA,NA,NA,,noco->1+(0)->1+0/0+0,NA,NA,,,,,noco_LCMlook,LCMlook,,,,,LCMlook,"p53si, noco 6h",,180917_noco_look,NA,noco_LCM,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,1,NA,PosN_B25,,181015_HiSeq,,HiSeq Rapid v.2,NA,NA,,,,NA,RPE1,RPE1,cousin,,,181015_HiSeq,HiSeq Rapid v.2,2x100 bp,,,181015_Nextera_1G1,,,8,5,4,9,75,12840,9838,8495,1509415,181015_Nextera_1G1,181015_Nextera_1G1,181015_Nextera_1G1
